venueid name lat longt rating address
4b65eb87f964a52065082be3 Marines'_Memorial_Theatre 37.7889308892 -122.4103772 7.42 609_Sutter_St
4ad28a33f964a52022e220e3 The_Great_Greek 34.146801 -118.424576 7.31 13362_Ventura_Blvd
4cbbc039f50e224b1aa0fbfb Tiki_No 34.155434905 -118.369241953 8.13 4657_Lankershim_Blvd
4ad159adf964a52028de20e3 First_Congregational_Church_of_Berkeley 37.8670731408 -122.261497758 0 2345_Channing_Way
45e6b309f964a5204c431fe3 Forbidden_Island 37.7746019911 -122.263015783 8.89 1304_Lincoln_Ave
4eb7023b0039f4f9edb4507d Sutter_Pub_&_Restaurant 37.7889303202 -122.412055805 6.69 700_Sutter_St
4468f484f964a5204f331fe3 Palace_of_Fine_Arts 37.802697409 -122.448077202 9.55 3301_Lyon_St
4a4ed3d9f964a5201faf1fe3 Elephant_Bar 37.8336960181 -122.292932868 6.17 5601_Bay_St
43e9f2f1f964a520252f1fe3 Max's_at_the_Opera_Cafe 37.7812016799 -122.420581515 8.62 601_Van_Ness_Ave
4ef356e2c512c31f1bc1ea62 Top_Of_Stratton_Mountain 43.1057412908 -72.9083735397 0 Stratton
51111bdbe4b06f1f33d8aa55 MedicWare_Sistemas -12.9840049897 -38.4513115883 0 address
4c16c0b296040f47e85c73a5 Tok_&_Stok -12.9834822627 -38.4522342682 7.49 Av._Tancredo_Neves,_1801
51111bdbe4b06f1f33d8aa55 MedicWare_Sistemas -12.9840049897 -38.4513115883 0 address
4a29c02af964a520ce951fe3 Penny's_Burgers 34.1155689955 -118.184142 6.9 6300_N_Figueroa_St
4b5ce254f964a5203a4929e3 20xnyc 40.7059199985 -74.0095245639 0 20_Exchange_Pl
4b749c78f964a520a6e72de3 California_Public_Utilities_Commission 37.7804794837 -122.42084698 0 505_Van_Ness_Ave
4bdb6b812a3a0f479d00afb6 SFO_-_Executive_Terminal 37.6284499359 -122.401200766 0 address
4c2bc6e08ef52d7f7eee31ba Signature_FBO_-_SFO_Executive_Terminal 37.6278281232 -122.384648323 5.95 1052_N_Access_Rd
4b968890f964a520bdd234e3 Eclipse_Dublin_Station 37.7048347353 -121.898047001 0 5300_Iron_Horse_Pkwy
4dbd94cf0cb691071cbd1046 Red_Barn 36.853564 -121.634217573 0 1054-1124_El_Camino_Real
52daaabe498eaa3f085f570a GTi_-_Green_Tech,_Inc. 37.365063 -121.906218 0 1435_Koll_Cir_Ste_104
4b1edd77f964a520b92024e3 San_Jose_Jet_Center 37.3589238674 -121.932286634 0 1165_Aviation_Way
4b4cbc0ef964a52069bc26e3 Target 38.2825197231 -122.276916798 7.78 205_Soscol_Ave
4b685a67f964a52059732be3 Goodwill 38.281787618 -122.293125427 0 1683_W_Imola_Ave
4bddb5c80ee3a59364522eb0 Carlsbad_Street_Fair 33.1608521001 -117.348366196 6.78 address
4af9d283f964a520821422e3 Miguel's_Cocina 32.68263 -117.177695 8.09 1351_Orange_Ave
42814b00f964a52002221fe3 Tartine_Bakery 37.7614213141 -122.42400974 9.66 600_Guerrero_St
3fd66200f964a52020e81ee3 Beacon_Theatre 40.7805277271 -73.981209443 9.45 2124_Broadway
4f32764a19836c91c7da26b0 1_Knickerbocker 40.7076612101 -73.9319801331 7.97 1_Knickerbocker_Ave
4f9553a3e4b03828ff18c30f Yale_Physicans_Building 41.3026428602 -72.9360877759 0 800_Howard_Ave
485f7eecf964a520da501fe3 Levain_Bakery 40.7798427593 -73.9805603027 9.7 167_W_74th_St
4b7a9666f964a52078322fe3 Pamela's_P&G_Diner 40.4412042508 -79.9574371498 8.43 3703_Forbes_Ave
4ad4c00df964a5205ded20e3 Hampton_Pittsburgh-university_Center 40.4360054453 -79.9631309509 7.08 3315_Hamlet_St.
4ad4c00df964a5205ded20e3 Hampton_Pittsburgh-university_Center 40.4360054453 -79.9631309509 7.08 3315_Hamlet_St.
49e79ffdf964a520e3641fe3 The_Capital_Grille 40.7510739 -73.97508562 8.85 155_E._42nd_St.
508d71fae4b086e59ac0dc1a Unicorn_Palace 40.7879604311 -73.9782537325 0 address
4d80c441360b224b4befdf56 Calvert_Stages 34.1813328551 -118.459766745 0 14955_Calvert_St
4cae5172cbab236a20768f73 BAM_Howard_Gilman_Opera_House 40.6867074009 -73.9777708054 8.59 30_Lafayette_Ave
4acf3441f964a520b8d220e3 Three_Floyds_Brewery_&_Pub 41.5353743701 -87.5164541602 9.14 9750_Indiana_Pkwy
4b0dc7bcf964a520035023e3 Star_Bar 30.2699861322 -97.748484537 8.09 600_W_6th_St
45d9dac5f964a520f2421fe3 Ranch_616 30.270533 -97.74838248 8.87 616_Nueces_St
40b7d280f964a52091001fe3 Mezzanine 37.7825092918 -122.408081783 9.06 444_Jessie_St
4a539474f964a52072b21fe3 Coffeehouse_Northwest 45.52307528 -122.691044 8.63 1951_W_Burnside_St
512259d83d7c420f627dac30 Dollar_General 31.6764298074 -89.1471298431 6.15 13554
505fde06e4b09c8e442ffc8a Bushalte_Gemeentehuis 51.8298394127 5.92170484944 0 address
4ad6567af964a520a60621e3 Trump_International_Hotel_Las_Vegas 36.1292789541 -115.172692537 8.68 2000_N_Fashion_Show_Dr
4bbc1216e436ef3b33395664 The_gym_at_Alta_Phoenix_Lofts 33.4550382632 -112.068825805 0 600_N_4th_St
4db339bb93a017099dbf7231 Clubhouse_@_Alta_Phoenix_Lofts 33.4551340342 -112.069001198 0 address
4aeca150f964a520a7c921e3 Alta_Phoenix_Lofts 33.4507203019 -112.065521891 0 address
4df0b3a8fa76042fed6f4b0b Tilted_Kilt_Pub_&_Eatery 33.4474598532 -112.072278171 8.41 2_E_Jefferson_St
4a3b08fdf964a52086a01fe3 Baltimore_/_Washington_International_Thurgood_Marshall_Airport_(BWI) 39.1793123454 -76.6686701775 8.74 7062_Elm_Rd.
4a55c1f7f964a52046b41fe3 Charlotte_Douglas_International_Airport_(CLT) 35.2195713155 -80.9446376588 9.08 5501_Josh_Birmingham_Pkwy
4d44f11de198721ea379c18b UC_Davis_Pavilion 38.5420062702 -121.759479046 6.5 at_Activities_&_Recreation_Center
40db6b00f964a5207d011fe3 Dodger_Stadium 34.073408463 -118.240198195 9.34 1000_Elysian_Park_Ave
49e03a9df964a52047611fe3 Oracle_Arena 37.7502646943 -122.20290184 9.18 7000_Coliseum_Way
4a2578a8f964a520567e1fe3 Holiday_Inn 37.7774651499 -122.414345741 6.53 50_8th_St
43eb7d31f964a520392f1fe3 Saigon_Sandwich 37.7829962982 -122.417723 9.47 560_Larkin_St.
43f4dc37f964a5209f2f1fe3 Turtle_Tower_Restaurant 37.7840366519 -122.417749848 9.27 645_Larkin_St
519ec122498e505febe8df9b Shabu_House 37.7831202493 -122.463312709 7.22 354_Clement_St
51a00442498ef989edb82b7c Novela 37.7869085863 -122.401339054 8.98 662_Mission_St
4e555696d4c0c50afda6168f La_Fusion 37.7918648926 -122.403789497 7.43 475_Pine_St
4ee0ecde29c2c6e332924109 Twitter_HQ 37.7767923197 -122.416831752 0 1355_Market_St.
4b5f8ea2f964a52080c129e3 Focus_Self_Defense_&_Fitness 34.0257931971 -118.390285722 0 9000_Washington_Blvd.
53471cf1498ed6f23f071ed1 Woodbury 37.7790880062 -122.393207379 8.1 685_3rd_St
523bc00411d20b49a72fc444 Fog_City 37.8035514892 -122.401803702 7.9 1300_Battery_St
4ce74d7d0f196dcb1cb13dae Wingtip 37.7945378237 -122.402932125 8.9 550_Montgomery_St
4ce74d7d0f196dcb1cb13dae Wingtip 37.7945378237 -122.402932125 8.9 550_Montgomery_St
4ab6d922f964a520497920e3 American_Conservatory_Theater 37.7870022094 -122.410155957 9.03 405_Geary_St
4b1dc883f964a520431524e3 Sunset_Center 36.5512436668 -121.921435789 0 8th
529622ef11d20a5e59bd09e4 The_Ape_&_Bird 51.5133994458 -0.128752168504 8.26 142_Shaftesbury_Ave
4e1ffee9628469a574066a4e Google_UK 51.5159114786 -0.127569715315 0 1_St._Giles_High_St.
49ee2410f964a52029681fe3 Starbucks 40.711137 -74.01543 7.6 200_Liberty_St
4cfafece7f2db1f7081f2bd4 Thalia_Spanish_Theater 40.740208 -73.923517 0 4117_Greenpoint_Ave
4b078937f964a52087fe22e3 Shatto_39_Lanes 34.0672896015 -118.290975094 8.06 3255_W_4th_St
5334524a498ef09c24f38dcc Atomic_Design_Inc. 34.209778 -118.47525 0 7637_Haskell_Ave
5334524a498ef09c24f38dcc Atomic_Design_Inc. 34.209778 -118.47525 0 7637_Haskell_Ave
4fc6bf6be4b08b663d8bb6d7 Valley_Crossfit 34.1965396269 -118.492107163 6.93 6930_Hayvenhurst_Ave
4bf21efd3fa220a102191920 Gotham_City....in_San_Francisco.... 37.7792798539 -122.418401241 0 1701_Telegraph_Ave
